Time_s,Ref_MCP_deg,Ref_PIP_deg,MCP_deg,PIP_deg
1.6602,3.9609,3.9609,0.0392,0.4865
1.6613,3.9679,3.9679,0.0000,0.4865
1.6623,3.9739,3.9739,0.0392,0.4865
1.6634,3.9806,3.9806,0.0392,0.4865
1.6646,3.9874,3.9874,0.0000,0.4865
1.6657,3.9941,3.9941,0.0392,0.4865
1.6668,4.0008,4.0008,0.0392,0.5405
1.6679,4.0074,4.0074,0.0000,0.5405
1.6690,4.0141,4.0141,0.0000,0.5405
1.6701,4.0208,4.0208,0.0000,0.5405
1.6713,4.0279,4.0279,0.0000,0.5405
1.6723,4.0336,4.0336,0.0000,0.5405
1.6735,4.0408,4.0408,0.0000,0.5405
1.6746,4.0474,4.0474,0.0000,0.5405
1.6757,4.0541,4.0541,0.0000,0.5405
1.6768,4.0608,4.0608,0.0000,0.5405
1.6779,4.0674,4.0674,0.0000,0.5405
1.6790,4.0741,4.0741,0.0000,0.5946
1.6801,4.0808,4.0808,0.0000,0.5946
1.6813,4.0877,4.0877,0.0000,0.5946
1.6823,4.0939,4.0939,0.0000,0.5946
1.6834,4.1006,4.1006,0.0392,0.5946
1.6845,4.1072,4.1072,0.0000,0.5946
1.6857,4.1139,4.1139,0.0000,0.5946
1.6868,4.1206,4.1206,0.0392,0.5946
1.6879,4.1272,4.1272,0.0392,0.5946
1.6890,4.1339,4.1339,0.0392,0.5946
1.6901,4.1408,4.1408,0.0000,0.5946
1.6913,4.1479,4.1479,0.0000,0.5946
1.6923,4.1537,4.1537,0.0000,0.5946
1.6934,4.1606,4.1606,0.0000,0.5946
1.6945,4.1673,4.1673,0.0000,0.5946
1.6957,4.1739,4.1739,0.0000,0.5946
1.6968,4.1808,4.1808,0.0000,0.5946
1.6979,4.1872,4.1872,0.0000,0.5946
1.6990,4.1939,4.1939,0.0000,0.5946
1.7001,4.2007,4.2007,0.0392,0.5946
1.7012,4.2073,4.2073,0.0000,0.5946
1.7023,4.2139,4.2139,0.0000,0.5946
1.7034,4.2206,4.2206,0.0392,0.6486
1.7045,4.2272,4.2272,0.0392,0.6486
1.7056,4.2339,4.2339,0.0392,0.6486
1.7068,4.2406,4.2406,0.0392,0.6486
1.7079,4.2472,4.2472,0.0392,0.6486
1.7090,4.2539,4.2539,0.0392,0.6486
1.7101,4.2606,4.2606,0.0392,0.6486
1.7113,4.2677,4.2677,0.0000,0.6486
1.7123,4.2738,4.2738,0.0392,0.6486
1.7134,4.2806,4.2806,0.0000,0.6486
1.7145,4.2872,4.2872,0.0392,0.6486
1.7157,4.2939,4.2939,0.0000,0.6486
1.7168,4.3006,4.3006,0.0000,0.6486
1.7179,4.3072,4.3072,0.0000,0.6486
1.7190,4.3139,4.3139,0.0000,0.6486
1.7201,4.3207,4.3207,0.0000,0.6486
1.7213,4.3277,4.3277,0.0000,0.6486
1.7223,4.3338,4.3338,0.0000,0.6486
1.7234,4.3406,4.3406,0.0000,0.6486
1.7245,4.3473,4.3473,0.0392,0.6486
1.7257,4.3539,4.3539,0.0392,0.6486
1.7268,4.3606,4.3606,0.0392,0.6486
1.7279,4.3672,4.3672,0.0392,0.6486
1.7290,4.3741,4.3741,0.0392,0.6486
1.7301,4.3808,4.3808,0.0000,0.6486
1.7313,4.3877,4.3877,0.0392,0.6486
1.7323,4.3938,4.3938,0.0392,0.6486
1.7334,4.4006,4.4006,0.0392,0.6486
1.7345,4.4072,4.4072,0.0000,0.6486
1.7357,4.4139,4.4139,0.0000,0.6486
1.7368,4.4206,4.4206,0.0000,0.6486
1.7379,4.4272,4.4272,0.0392,0.6486
1.7390,4.4339,4.4339,0.0000,0.6486
1.7401,4.4406,4.4406,0.0000,0.6486
1.7413,4.4478,4.4478,0.0000,0.6486
1.7423,4.4539,4.4539,0.0000,0.7027
1.7434,4.4606,4.4606,0.0000,0.7027
1.7445,4.4672,4.4672,0.0392,0.7027
1.7457,4.4739,4.4739,0.0392,0.7027
1.7468,4.4806,4.4806,0.0392,0.7027
1.7479,4.4872,4.4872,0.0392,0.7027
1.7490,4.4939,4.4939,0.0000,0.7027
1.7501,4.5006,4.5006,0.0000,0.7027
1.7512,4.5074,4.5074,0.0392,0.7027
1.7523,4.5136,4.5136,0.0392,0.7027
1.7534,4.5206,4.5206,0.0000,0.7027
1.7545,4.5272,4.5272,0.0000,0.7027
1.7557,4.5339,4.5339,0.0000,0.7027
1.7568,4.5406,4.5406,0.0000,0.7027
1.7579,4.5472,4.5472,0.0000,0.7027
1.7590,4.5539,4.5539,0.0000,0.7567
1.7601,4.5606,4.5606,0.0000,0.7567
1.7612,4.5672,4.5672,0.0392,0.7567
1.7623,4.5737,4.5737,0.0000,0.7567
1.7634,4.5806,4.5806,0.0000,0.7567
1.7645,4.5872,4.5872,0.0000,0.7567
1.7657,4.5939,4.5939,0.0000,0.7567
1.7668,4.6006,4.6006,0.0000,0.7567
1.7679,4.6072,4.6072,0.0392,0.8108
1.7690,4.6139,4.6139,0.0392,0.8108
1.7702,4.6209,4.6209,0.0392,0.8108
1.7713,4.6278,4.6278,0.0392,0.8108
1.7724,4.6342,4.6342,0.0392,0.8108
1.7734,4.6406,4.6406,0.0392,0.8108
1.7745,4.6472,4.6472,0.0392,0.8649
1.7757,4.6539,4.6539,0.0000,0.8649
1.7768,4.6606,4.6606,0.0000,0.8649
1.7779,4.6672,4.6672,0.0000,0.8649
1.7790,4.6741,4.6741,0.0000,0.8649
1.7801,4.6808,4.6808,0.0000,0.8649
1.7813,4.6876,4.6876,0.0000,0.8649
1.7823,4.6937,4.6937,0.0000,0.8649
1.7834,4.7006,4.7006,0.0392,0.9189
1.7845,4.7072,4.7072,0.0392,0.9189
1.7857,4.7139,4.7139,0.0000,0.9189
1.7868,4.7206,4.7206,0.0000,0.9189
1.7879,4.7272,4.7272,0.0000,0.9189
1.7890,4.7339,4.7339,0.0000,0.9189
1.7901,4.7406,4.7406,0.0000,0.9189
1.7913,4.7479,4.7479,0.0000,0.9189
1.7923,4.7540,4.7540,0.0392,0.9189
1.7934,4.7606,4.7606,0.0392,0.9730
1.7945,4.7673,4.7673,0.0000,0.9730
1.7957,4.7739,4.7739,0.0392,0.9730
1.7968,4.7806,4.7806,0.0392,0.9730
1.7979,4.7872,4.7872,0.0000,0.9730
1.7990,4.7939,4.7939,0.0000,0.9730
1.8001,4.8008,4.8008,0.0000,0.9730
1.8012,4.8073,4.8073,0.0392,1.0270
1.8023,4.8140,4.8140,0.0000,1.0270
1.8034,4.8206,4.8206,0.0000,1.0270
1.8045,4.8272,4.8272,0.0392,1.0270
1.8057,4.8340,4.8340,0.0392,1.0270
1.8068,4.8406,4.8406,0.0392,1.0270
1.8079,4.8475,4.8475,0.0392,1.0270
1.8090,4.8540,4.8540,0.0392,1.0270
1.8101,4.8606,4.8606,0.0000,1.0270
1.8112,4.8675,4.8675,0.0000,1.0811
1.8123,4.8739,4.8739,0.0000,1.0811
1.8134,4.8806,4.8806,0.0000,1.0811
1.8145,4.8872,4.8872,0.0000,1.0811
1.8157,4.8939,4.8939,0.0392,1.0811
1.8168,4.9006,4.9006,0.0392,1.0811
1.8179,4.9072,4.9072,0.0392,1.0811
1.8190,4.9139,4.9139,0.0000,1.0811
1.8201,4.9206,4.9206,0.0000,1.0811
1.8213,4.9277,4.9277,0.0000,1.1351
1.8223,4.9341,4.9341,0.0000,1.1351
1.8234,4.9406,4.9406,0.0392,1.1351
1.8245,4.9472,4.9472,0.0392,1.1351
1.8257,4.9539,4.9539,0.0000,1.1351
1.8268,4.9606,4.9606,0.0000,1.1351
1.8279,4.9672,4.9672,0.0000,1.1351
1.8290,4.9741,4.9741,0.0000,1.1351
1.8301,4.9808,4.9808,0.0000,1.1351
1.8312,4.9874,4.9874,0.0392,1.1351
1.8323,4.9941,4.9941,0.0392,1.1351
1.8334,5.0006,5.0006,0.0392,1.1351
1.8345,5.0072,5.0072,0.0392,1.1351
1.8357,5.0139,5.0139,0.0392,1.1351
1.8368,5.0206,5.0206,0.0392,1.1351
1.8379,5.0272,5.0272,0.0000,1.1351
1.8390,5.0339,5.0339,0.0392,1.1351
1.8401,5.0405,5.0405,0.0392,1.1351
1.8413,5.0476,5.0476,0.0392,1.1351
1.8423,5.0538,5.0538,0.0392,1.1892
1.8434,5.0606,5.0606,0.0392,1.1892
1.8445,5.0672,5.0672,0.0000,1.1892
1.8457,5.0739,5.0739,0.0000,1.1892
1.8468,5.0806,5.0806,0.0000,1.1892
1.8479,5.0872,5.0872,0.0392,1.1892
1.8490,5.0939,5.0939,0.0000,1.1892
1.8501,5.1008,5.1008,0.0000,1.1892
1.8512,5.1074,5.1074,0.0392,1.1892
1.8523,5.1141,5.1141,0.0392,1.1892
1.8534,5.1206,5.1206,0.0392,1.1892
1.8545,5.1272,5.1272,0.0000,1.1892
1.8557,5.1339,5.1339,0.0000,1.1892
1.8568,5.1406,5.1406,0.0392,1.1892
1.8579,5.1472,5.1472,0.0392,1.1892
1.8590,5.1543,5.1543,0.0000,1.1892
1.8601,5.1609,5.1609,0.0000,1.1892
1.8614,5.1683,5.1683,0.0000,1.1892
1.8624,5.1744,5.1744,0.0000,1.1892
1.8635,5.1810,5.1810,0.0000,1.1892
1.8646,5.1876,5.1876,0.0392,1.1892
1.8657,5.1943,5.1943,0.0392,1.1892
1.8668,5.2009,5.2009,0.0392,1.1892
1.8679,5.2076,5.2076,0.0392,1.1892
1.8690,5.2143,5.2143,0.0000,1.1892
1.8702,5.2210,5.2210,0.0000,1.1892
1.8714,5.2284,5.2284,0.0392,1.1892
1.8724,5.2342,5.2342,0.0000,1.1892
1.8735,5.2411,5.2411,0.0000,1.1892
1.8745,5.2473,5.2473,0.0000,1.1892
1.8757,5.2539,5.2539,0.0000,1.1892
1.8768,5.2606,5.2606,0.0000,1.1892
1.8779,5.2672,5.2672,0.0392,1.1892
1.8790,5.2739,5.2739,0.0392,1.1892
1.8801,5.2808,5.2808,0.0392,1.1892
1.8812,5.2875,5.2875,0.0000,1.1892
1.8824,5.2941,5.2941,0.0000,1.1892
1.8834,5.3006,5.3006,0.0392,1.2432
1.8845,5.3072,5.3072,0.0392,1.2432
1.8857,5.3139,5.3139,0.0000,1.2432
1.8868,5.3206,5.3206,0.0000,1.2432
1.8879,5.3272,5.3272,0.0000,1.2432
1.8890,5.3339,5.3339,0.0000,1.2432
1.8901,5.3406,5.3406,0.0000,1.2432
1.8912,5.3474,5.3474,0.0000,1.2432
1.8923,5.3540,5.3540,0.0000,1.2432
1.8934,5.3606,5.3606,0.0392,1.2973
1.8945,5.3672,5.3672,0.0000,1.2432
1.8957,5.3739,5.3739,0.0000,1.2973
1.8968,5.3806,5.3806,0.0392,1.2973
1.8979,5.3872,5.3872,0.0000,1.2973
1.8990,5.3939,5.3939,0.0000,1.2973
1.9001,5.4008,5.4008,0.0000,1.2973
1.9013,5.4077,5.4077,0.0000,1.2973
1.9024,5.4141,5.4141,0.0000,1.2973
1.9034,5.4206,5.4206,0.0000,1.3513
1.9045,5.4273,5.4273,0.0000,1.3513
1.9057,5.4339,5.4339,0.0000,1.3513
