Time_s,Ref_MCP_deg,Ref_PIP_deg,MCP_deg,PIP_deg
0.5312,0.0000,0.0000,0.3136,-0.4324
0.5324,0.0000,0.0000,0.3136,-0.4324
0.5335,0.0000,0.0000,0.3528,-0.3784
0.5346,0.0000,0.0000,0.3528,-0.3784
0.5357,0.0000,0.0000,0.3528,-0.3784
0.5368,0.0000,0.0000,0.3528,-0.3243
0.5382,0.0000,0.0000,0.3528,-0.2703
0.5390,0.0000,0.0000,0.3528,-0.2162
0.5402,0.0000,0.0000,0.3528,-0.1622
0.5412,0.0000,0.0000,0.3528,-0.1622
0.5424,0.0000,0.0000,0.3528,-0.1081
0.5435,0.0000,0.0000,0.3528,-0.0541
0.5446,0.0000,0.0000,0.3920,0.0000
0.5457,0.0000,0.0000,0.3920,0.0541
0.5468,0.0000,0.0000,0.3920,0.0541
0.5482,0.0000,0.0000,0.3920,0.1622
0.5490,0.0000,0.0000,0.3920,0.2162
0.5502,0.0000,0.0000,0.3920,0.2162
0.5513,0.0000,0.0000,0.3920,0.2703
0.5524,0.0000,0.0000,0.3920,0.3243
0.5535,0.0000,0.0000,0.3920,0.3784
0.5546,0.0000,0.0000,0.3920,0.4324
0.5557,0.0000,0.0000,0.3920,0.4324
0.5569,0.0000,0.0000,0.3920,0.4865
0.5582,0.0000,0.0000,0.3920,0.5946
0.5590,0.0000,0.0000,0.3920,0.5946
0.5602,0.0000,0.0000,0.3920,0.6486
0.5613,0.0000,0.0000,0.3920,0.7027
0.5624,0.0000,0.0000,0.3920,0.7567
0.5635,0.0000,0.0000,0.3920,0.7567
0.5646,0.0000,0.0000,0.3920,0.8108
0.5657,0.0000,0.0000,0.3920,0.8108
0.5668,0.0000,0.0000,0.3920,0.8649
0.5680,0.0000,0.0000,0.3920,0.9730
0.5693,0.0000,0.0000,0.3920,0.9730
0.5701,0.0000,0.0000,0.3920,0.9730
0.5712,0.0000,0.0000,0.3920,1.0270
0.5724,0.0000,0.0000,0.3920,1.0811
0.5735,0.0000,0.0000,0.3920,1.1351
0.5746,0.0000,0.0000,0.3920,1.1351
0.5757,0.0000,0.0000,0.3920,1.1351
0.5769,0.0000,0.0000,0.3920,1.1351
0.5780,0.0000,0.0000,0.3920,1.2432
0.5793,0.0000,0.0000,0.3920,1.2432
0.5801,0.0000,0.0000,0.3920,1.2973
0.5812,0.0000,0.0000,0.3920,1.2973
0.5823,0.0000,0.0000,0.3920,1.3513
0.5834,0.0000,0.0000,0.3920,1.3513
0.5846,0.0000,0.0000,0.3920,1.3513
0.5857,0.0000,0.0000,0.3920,1.3513
0.5868,0.0000,0.0000,0.3920,1.4054
0.5880,0.0000,0.0000,0.3920,1.4054
