Phase,displacement_m,Kx_N_per_m,F_N
ascent,0.006519924623115578,81.66693121562732,0.9870900967596339
ascent,0.006620231155778895,82.35756297319372,0.995316523384235
ascent,0.006720537688442211,83.04071972806443,1.0036118499899833
ascent,0.0068208442211055275,83.71640148023948,1.0119753267852776
ascent,0.006921150753768844,84.38460822971884,1.0204062039785156
ascent,0.007021457286432161,85.04533997650249,1.0289037317780947
ascent,0.007121763819095478,85.69859672059046,1.037467160392413
ascent,0.007222070351758794,86.34437846198274,1.0460957400298692
ascent,0.00732237688442211,86.98268520067936,1.0547887208988604
ascent,0.007422683417085427,87.61351693668024,1.0635453532077848
ascent,0.007522989949748744,88.23687366998548,1.0723648871650406
ascent,0.007623296482412061,88.85275540059502,1.0812465729790257
ascent,0.007723603015075377,89.46116212850883,1.0901896608581372
ascent,0.007823909547738693,90.062093853727,1.0991934010107747
ascent,0.00792421608040201,90.65555057624947,1.1082570436453345
ascent,0.008024522613065327,91.24153229607627,1.1173798389702156
ascent,0.008124829145728643,91.82003901320738,1.1265610371938157
ascent,0.00822513567839196,92.39107072764276,1.1357998885245322
ascent,0.008325442211055276,92.95462743938248,1.1450956431707635
ascent,0.008425748743718592,93.51070914842651,1.1544475513409078
ascent,0.00852605527638191,94.05931585477487,1.1638548632433627
ascent,0.008626361809045226,94.60044755842753,1.1733168290865263
ascent,0.008726668341708543,95.13410425938449,1.1828326990787963
ascent,0.00882697487437186,95.66028595764578,1.1924017234285709
ascent,0.008927281407035175,96.17899265321135,1.202023152344248
ascent,0.009027587939698493,96.6902243460813,1.2116962360342256
ascent,0.009127894472361809,97.1939810362555,1.221420224706901
ascent,0.009228201005025126,97.69026272373401,1.2311943685706732
ascent,0.009328507537688442,98.17906940851687,1.2410179178339396
ascent,0.009428814070351758,98.66040109060401,1.250890122705098
ascent,0.009529120603015076,99.1342577699955,1.2608102333925468
ascent,0.009629427135678392,99.60063944669128,1.2707775001046833
ascent,0.00972973366834171,100.05954612069135,1.2807911730499062
ascent,0.009830040201005025,100.51097779199577,1.290850502436613
ascent,0.009930346733668341,100.95493446060446,1.3009547384732014
ascent,0.010030653266331659,101.3914161265175,1.3111031313680699
ascent,0.010130959798994974,101.82042278973485,1.3212949313296165
ascent,0.010231266331658292,102.2419544502565,1.3315293885662385
ascent,0.010331572864321608,102.65601110808245,1.3418057532863346
ascent,0.010431879396984924,103.06259276321273,1.352123275698302
ascent,0.010532185929648242,103.46169941564733,1.3624812060105387
ascent,0.010632492462311557,103.85333106538623,1.3728787944314436
ascent,0.010732798994974875,104.23748771242943,1.3833152911694138
ascent,0.010833105527638191,104.61416935677697,1.3937899464328471
ascent,0.010933412060301507,104.98337599842881,1.4043020104301425
ascent,0.011033718592964824,105.34510763738494,1.4148507333696965
ascent,0.01113402512562814,105.69936427364541,1.425435365459908
ascent,0.011234331658291458,106.04614590721019,1.4360551569091753
ascent,0.011334638190954774,106.38545253807928,1.446709357925895
ascent,0.01143494472361809,106.71728416625268,1.457397218718466
ascent,0.011535251256281407,107.04164079173037,1.468117989495286
ascent,0.011635557788944723,107.35852241451241,1.4788709204647534
ascent,0.011735864321608041,107.66792903459876,1.489655261835266
ascent,0.011836170854271357,107.96986065198939,1.5004702638152208
ascent,0.011936477386934673,108.26431726668434,1.5113151766130168
ascent,0.01203678391959799,108.55129887868361,1.5221892504370511
ascent,0.012137090452261306,108.83080548798722,1.5330917354957232
